dataset_name,sequence_name,Thresold_ML_Voters,Thresold_Human_Voters,TP,TN,FP,FN,SUM,Precision,Accuracy,Prevalence,Sensitivity-Recall,Specificity,F1 Score,Informedness,Markedness,Diagnostic Odds Ratio,Phi Coefficient,Fowlkes-Mallows Index,Negative Predictive Value,Miss Rate,Fall-out,False Discovery Rate,False Omission Rate,Positive Likelihood Ratio,Negative Likelihood Ratio,Prevalence Threshold,Threat Score
94_m_As,func,5,1,0,1,0,14,15,,0.066666667,0.933333333,0,1,0,0,,inf,0,,0.066666667,1,0,,0.933333333,inf,1,0,0
94_m_As,func,5,2,0,5,0,10,15,,0.333333333,0.666666667,0,1,0,0,,inf,0,,0.333333333,1,0,,0.666666667,inf,1,0,0
94_m_As,func,5,3,0,10,0,5,15,,0.666666667,0.333333333,0,1,0,0,,inf,0,,0.666666667,1,0,,0.333333333,inf,1,0,0
94_m_As,func,5,4,0,14,0,1,15,,0.933333333,0.066666667,0,1,0,0,,inf,0,,0.933333333,1,0,,0.066666667,inf,1,0,0
94_r_We,diff,2,2,0,19,2,11,32,0,0.59375,0.34375,0,0.904761905,0,-0.095238095,0,0,-0.186870637,0,0.633333333,1,0.095238095,1,0.366666667,0,1.105263158,0.0625,0
94_r_We,diff,3,2,0,20,1,11,32,0,0.625,0.34375,0,0.952380952,0,-0.047619048,0,0,-0.129988774,0,0.64516129,1,0.047619048,1,0.35483871,0,1.05,0.03125,0
94_r_We,diff,4,1,0,0,0,32,32,,0,1,0,,0,,,,0,,0,1,,,1,,,0,0
94_r_We,diff,4,2,0,21,0,11,32,,0.65625,0.34375,0,1,0,0,,inf,0,,0.65625,1,0,,0.34375,inf,1,0,0
94_r_We,diff,5,1,0,0,0,32,32,,0,1,0,,0,,,,0,,0,1,,,1,,,0,0
94_r_We,diff,5,2,0,21,0,11,32,,0.65625,0.34375,0,1,0,0,,inf,0,,0.65625,1,0,,0.34375,inf,1,0,0
94_r_We,func,1,1,0,68,10,15,93,0,0.731182796,0.161290323,0,0.871794872,0,-0.128205128,0,0,-0.152215641,0,0.819277108,1,0.128205128,1,0.180722892,0,1.147058824,0.107526882,0
94_r_We,func,1,2,0,82,10,1,93,0,0.88172043,0.010752688,0,0.891304348,0,-0.108695652,0,0,-0.036188205,0,0.987951807,1,0.108695652,1,0.012048193,0,1.12195122,0.107526882,0
94_r_We,func,2,1,0,72,6,15,93,0,0.774193548,0.161290323,0,0.923076923,0,-0.076923077,0,0,-0.11516336,0,0.827586207,1,0.076923077,1,0.172413793,0,1.083333333,0.064516129,0
94_r_We,func,2,2,0,86,6,1,93,0,0.924731183,0.010752688,0,0.934782609,0,-0.065217391,0,0,-0.027379284,0,0.988505747,1,0.065217391,1,0.011494253,0,1.069767442,0.064516129,0
94_r_We,func,3,1,0,75,3,15,93,0,0.806451613,0.161290323,0,0.961538462,0,-0.038461538,0,0,-0.080064077,0,0.833333333,1,0.038461538,1,0.166666667,0,1.04,0.032258065,0
94_r_We,func,3,2,0,89,3,1,93,0,0.956989247,0.010752688,0,0.967391304,0,-0.032608696,0,0,-0.019034675,0,0.988888889,1,0.032608696,1,0.011111111,0,1.033707865,0.032258065,0
94_r_We,func,4,1,0,77,1,15,93,0,0.827956989,0.161290323,0,0.987179487,0,-0.012820513,0,0,-0.04571981,0,0.836956522,1,0.012820513,1,0.163043478,0,1.012987013,0.010752688,0
94_r_We,func,4,2,0,91,1,1,93,0,0.978494624,0.010752688,0,0.989130435,0,-0.010869565,0,0,-0.010869565,0,0.989130435,1,0.010869565,1,0.010869565,0,1.010989011,0.010752688,0
94_r_We,func,5,1,0,77,1,15,93,0,0.827956989,0.161290323,0,0.987179487,0,-0.012820513,0,0,-0.04571981,0,0.836956522,1,0.012820513,1,0.163043478,0,1.012987013,0.010752688,0
94_r_We,func,5,2,0,91,1,1,93,0,0.978494624,0.010752688,0,0.989130435,0,-0.010869565,0,0,-0.010869565,0,0.989130435,1,0.010869565,1,0.010869565,0,1.010989011,0.010752688,0
117c_m_Ri,func,1,4,0,15,3,0,18,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
117c_m_Ri,func,1,5,0,15,3,0,18,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
117c_m_Ri,func,2,4,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
117c_m_Ri,func,2,5,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
164_m_Ku,diff,1,5,0,135,15,0,150,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
164_m_Ku,diff,2,5,0,142,8,0,150,0,0.946666667,0,,0.946666667,0,,0,,0,,1,,0.053333333,1,0,,,0.053333333,0
164_m_Ku,diff,3,5,0,144,6,0,150,0,0.96,0,,0.96,0,,0,,0,,1,,0.04,1,0,,,0.04,0
164_m_Ku,diff,4,5,0,148,2,0,150,0,0.986666667,0,,0.986666667,0,,0,,0,,1,,0.013333333,1,0,,,0.013333333,0
164_m_Ku,diff,5,5,0,149,1,0,150,0,0.993333333,0,,0.993333333,0,,0,,0,,1,,0.006666667,1,0,,,0.006666667,0
117_m_Ra,func,1,4,0,91,19,0,110,0,0.827272727,0,,0.827272727,0,,0,,0,,1,,0.172727273,1,0,,,0.172727273,0
117_m_Ra,func,1,5,0,91,19,0,110,0,0.827272727,0,,0.827272727,0,,0,,0,,1,,0.172727273,1,0,,,0.172727273,0
117_m_Ra,func,2,4,0,100,10,0,110,0,0.909090909,0,,0.909090909,0,,0,,0,,1,,0.090909091,1,0,,,0.090909091,0
117_m_Ra,func,2,5,0,100,10,0,110,0,0.909090909,0,,0.909090909,0,,0,,0,,1,,0.090909091,1,0,,,0.090909091,0
117_m_Ra,func,3,4,0,105,5,0,110,0,0.954545455,0,,0.954545455,0,,0,,0,,1,,0.045454545,1,0,,,0.045454545,0
117_m_Ra,func,3,5,0,105,5,0,110,0,0.954545455,0,,0.954545455,0,,0,,0,,1,,0.045454545,1,0,,,0.045454545,0
117_m_Ra,func,4,4,0,107,3,0,110,0,0.972727273,0,,0.972727273,0,,0,,0,,1,,0.027272727,1,0,,,0.027272727,0
117_m_Ra,func,4,5,0,107,3,0,110,0,0.972727273,0,,0.972727273,0,,0,,0,,1,,0.027272727,1,0,,,0.027272727,0
117_m_Vr,func,1,5,0,17,3,0,20,0,0.85,0,,0.85,0,,0,,0,,1,,0.15,1,0,,,0.15,0
117_m_Vr,func,2,5,0,19,1,0,20,0,0.95,0,,0.95,0,,0,,0,,1,,0.05,1,0,,,0.05,0
164_m_Ku,anat,1,5,0,416,46,0,462,0,0.9004329,0,,0.9004329,0,,0,,0,,1,,0.0995671,1,0,,,0.0995671,0
164_m_Ku,anat,2,5,0,444,18,0,462,0,0.961038961,0,,0.961038961,0,,0,,0,,1,,0.038961039,1,0,,,0.038961039,0
164_m_Ku,anat,3,5,0,451,11,0,462,0,0.976190476,0,,0.976190476,0,,0,,0,,1,,0.023809524,1,0,,,0.023809524,0
164_m_Ku,anat,4,5,0,457,5,0,462,0,0.989177489,0,,0.989177489,0,,0,,0,,1,,0.010822511,1,0,,,0.010822511,0
164_m_Ku,anat,5,5,0,459,3,0,462,0,0.993506494,0,,0.993506494,0,,0,,0,,1,,0.006493506,1,0,,,0.006493506,0
7_m_Ca,diff,1,2,0,13,5,0,18,0,0.722222222,0,,0.722222222,0,,0,,0,,1,,0.277777778,1,0,,,0.277777778,0
7_m_Ca,diff,2,2,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
7_m_Mi,diff,1,2,0,33,5,0,38,0,0.868421053,0,,0.868421053,0,,0,,0,,1,,0.131578947,1,0,,,0.131578947,0
7_m_Mi,diff,2,2,0,37,1,0,38,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
7_m_Mi,diff,3,2,0,37,1,0,38,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
117c_m_Ri,diff,1,4,0,15,3,0,18,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
117c_m_Ri,diff,1,5,0,15,3,0,18,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
117c_m_Ri,diff,2,4,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
117c_m_Ri,diff,2,5,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
117c_m_Ri,diff,3,4,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
117c_m_Ri,diff,3,5,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
117_m_Ra,diff,1,5,0,19,7,0,26,0,0.730769231,0,,0.730769231,0,,0,,0,,1,,0.269230769,1,0,,,0.269230769,0
117_m_Ra,diff,2,5,0,23,3,0,26,0,0.884615385,0,,0.884615385,0,,0,,0,,1,,0.115384615,1,0,,,0.115384615,0
117_m_Ra,diff,3,5,0,25,1,0,26,0,0.961538462,0,,0.961538462,0,,0,,0,,1,,0.038461538,1,0,,,0.038461538,0
7_m_Bo,diff,1,4,0,28,7,0,35,0,0.8,0,,0.8,0,,0,,0,,1,,0.2,1,0,,,0.2,0
7_m_Bo,diff,1,5,0,28,7,0,35,0,0.8,0,,0.8,0,,0,,0,,1,,0.2,1,0,,,0.2,0
7_m_Bo,diff,2,4,0,32,3,0,35,0,0.914285714,0,,0.914285714,0,,0,,0,,1,,0.085714286,1,0,,,0.085714286,0
7_m_Bo,diff,2,5,0,32,3,0,35,0,0.914285714,0,,0.914285714,0,,0,,0,,1,,0.085714286,1,0,,,0.085714286,0
7_m_St,diff,1,1,0,1,3,0,4,0,0.25,0,,0.25,0,,0,,0,,1,,0.75,1,0,,,0.75,0
7_m_St,diff,1,2,0,1,3,0,4,0,0.25,0,,0.25,0,,0,,0,,1,,0.75,1,0,,,0.75,0
7_m_Bo,diff,3,4,0,33,2,0,35,0,0.942857143,0,,0.942857143,0,,0,,0,,1,,0.057142857,1,0,,,0.057142857,0
7_m_Bo,diff,3,5,0,33,2,0,35,0,0.942857143,0,,0.942857143,0,,0,,0,,1,,0.057142857,1,0,,,0.057142857,0
7_m_Br,diff,1,4,0,37,6,0,43,0,0.860465116,0,,0.860465116,0,,0,,0,,1,,0.139534884,1,0,,,0.139534884,0
7_m_St,diff,2,1,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_St,diff,2,2,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_Br,diff,1,5,0,37,6,0,43,0,0.860465116,0,,0.860465116,0,,0,,0,,1,,0.139534884,1,0,,,0.139534884,0
7_m_Br,diff,2,4,0,40,3,0,43,0,0.930232558,0,,0.930232558,0,,0,,0,,1,,0.069767442,1,0,,,0.069767442,0
7_m_Br,diff,2,5,0,40,3,0,43,0,0.930232558,0,,0.930232558,0,,0,,0,,1,,0.069767442,1,0,,,0.069767442,0
7_m_St,diff,3,1,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_St,diff,3,2,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_Br,diff,3,4,0,41,2,0,43,0,0.953488372,0,,0.953488372,0,,0,,0,,1,,0.046511628,1,0,,,0.046511628,0
7_m_Br,diff,3,5,0,41,2,0,43,0,0.953488372,0,,0.953488372,0,,0,,0,,1,,0.046511628,1,0,,,0.046511628,0
7_m_Br,diff,4,4,0,41,2,0,43,0,0.953488372,0,,0.953488372,0,,0,,0,,1,,0.046511628,1,0,,,0.046511628,0
7_m_Br,diff,4,5,0,41,2,0,43,0,0.953488372,0,,0.953488372,0,,0,,0,,1,,0.046511628,1,0,,,0.046511628,0
7_m_Br,diff,5,4,0,41,2,0,43,0,0.953488372,0,,0.953488372,0,,0,,0,,1,,0.046511628,1,0,,,0.046511628,0
7_m_Br,diff,5,5,0,41,2,0,43,0,0.953488372,0,,0.953488372,0,,0,,0,,1,,0.046511628,1,0,,,0.046511628,0
7_m_Ca,diff,1,3,0,13,5,0,18,0,0.722222222,0,,0.722222222,0,,0,,0,,1,,0.277777778,1,0,,,0.277777778,0
7_m_Ca,diff,1,4,0,13,5,0,18,0,0.722222222,0,,0.722222222,0,,0,,0,,1,,0.277777778,1,0,,,0.277777778,0
7_m_Ca,diff,1,5,0,13,5,0,18,0,0.722222222,0,,0.722222222,0,,0,,0,,1,,0.277777778,1,0,,,0.277777778,0
7_m_Ca,diff,2,3,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
7_m_Ca,diff,2,4,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
7_m_Ca,diff,2,5,0,17,1,0,18,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
7_m_Lo,diff,1,5,0,26,10,0,36,0,0.722222222,0,,0.722222222,0,,0,,0,,1,,0.277777778,1,0,,,0.277777778,0
7_m_Lo,diff,2,5,0,34,2,0,36,0,0.944444444,0,,0.944444444,0,,0,,0,,1,,0.055555556,1,0,,,0.055555556,0
7_m_Mi,diff,1,3,0,33,5,0,38,0,0.868421053,0,,0.868421053,0,,0,,0,,1,,0.131578947,1,0,,,0.131578947,0
7_m_Mi,diff,1,4,0,33,5,0,38,0,0.868421053,0,,0.868421053,0,,0,,0,,1,,0.131578947,1,0,,,0.131578947,0
7_m_Mi,diff,1,5,0,33,5,0,38,0,0.868421053,0,,0.868421053,0,,0,,0,,1,,0.131578947,1,0,,,0.131578947,0
7_m_Mi,diff,2,3,0,37,1,0,38,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
7_m_Mi,diff,2,4,0,37,1,0,38,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
7_m_Mi,diff,2,5,0,37,1,0,38,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
7_m_Mi,diff,3,3,0,37,1,0,38,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
7_m_Mi,diff,3,4,0,37,1,0,38,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
7_m_Mi,diff,3,5,0,37,1,0,38,0,0.973684211,0,,0.973684211,0,,0,,0,,1,,0.026315789,1,0,,,0.026315789,0
7_m_Se,diff,1,4,0,85,15,0,100,0,0.85,0,,0.85,0,,0,,0,,1,,0.15,1,0,,,0.15,0
7_m_Se,diff,1,5,0,85,15,0,100,0,0.85,0,,0.85,0,,0,,0,,1,,0.15,1,0,,,0.15,0
7_m_Se,diff,2,4,0,96,4,0,100,0,0.96,0,,0.96,0,,0,,0,,1,,0.04,1,0,,,0.04,0
117_m_Vr,func,3,5,0,19,1,0,20,0,0.95,0,,0.95,0,,0,,0,,1,,0.05,1,0,,,0.05,0
7_h_He,func,1,3,0,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
7_h_He,func,1,4,0,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
7_h_He,func,1,5,0,7,3,0,10,0,0.7,0,,0.7,0,,0,,0,,1,,0.3,1,0,,,0.3,0
7_m_Bo,func,1,3,0,2,3,0,5,0,0.4,0,,0.4,0,,0,,0,,1,,0.6,1,0,,,0.6,0
7_m_Bo,func,1,4,0,2,3,0,5,0,0.4,0,,0.4,0,,0,,0,,1,,0.6,1,0,,,0.6,0
7_m_Bo,func,1,5,0,2,3,0,5,0,0.4,0,,0.4,0,,0,,0,,1,,0.6,1,0,,,0.6,0
117c_m_Ri,anat,1,1,0,65,7,0,72,0,0.902777778,0,,0.902777778,0,,0,,0,,1,,0.097222222,1,0,,,0.097222222,0
117c_m_Ri,anat,1,2,0,65,7,0,72,0,0.902777778,0,,0.902777778,0,,0,,0,,1,,0.097222222,1,0,,,0.097222222,0
117c_m_Ri,anat,1,4,0,65,7,0,72,0,0.902777778,0,,0.902777778,0,,0,,0,,1,,0.097222222,1,0,,,0.097222222,0
117c_m_Ri,anat,1,5,0,65,7,0,72,0,0.902777778,0,,0.902777778,0,,0,,0,,1,,0.097222222,1,0,,,0.097222222,0
117c_m_Ri,anat,2,1,0,69,3,0,72,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
117c_m_Ri,anat,2,2,0,69,3,0,72,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
117c_m_Ri,anat,2,4,0,69,3,0,72,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
117c_m_Ri,anat,2,5,0,69,3,0,72,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
117c_m_Ri,anat,3,1,0,70,2,0,72,0,0.972222222,0,,0.972222222,0,,0,,0,,1,,0.027777778,1,0,,,0.027777778,0
7_m_Se,diff,2,5,0,96,4,0,100,0,0.96,0,,0.96,0,,0,,0,,1,,0.04,1,0,,,0.04,0
7_m_Se,diff,3,4,0,99,1,0,100,0,0.99,0,,0.99,0,,0,,0,,1,,0.01,1,0,,,0.01,0
7_m_Se,diff,3,5,0,99,1,0,100,0,0.99,0,,0.99,0,,0,,0,,1,,0.01,1,0,,,0.01,0
7_m_St,diff,1,3,0,1,3,0,4,0,0.25,0,,0.25,0,,0,,0,,1,,0.75,1,0,,,0.75,0
7_m_St,diff,1,4,0,1,3,0,4,0,0.25,0,,0.25,0,,0,,0,,1,,0.75,1,0,,,0.75,0
7_m_St,diff,1,5,0,1,3,0,4,0,0.25,0,,0.25,0,,0,,0,,1,,0.75,1,0,,,0.75,0
7_m_St,diff,2,3,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_St,diff,2,4,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_St,diff,2,5,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_St,diff,3,3,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_St,diff,3,4,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_r_So,func,1,4,0,21,3,0,24,0,0.875,0,,0.875,0,,0,,0,,1,,0.125,1,0,,,0.125,0
7_r_So,func,1,5,0,21,3,0,24,0,0.875,0,,0.875,0,,0,,0,,1,,0.125,1,0,,,0.125,0
7_r_So,func,2,4,0,22,2,0,24,0,0.916666667,0,,0.916666667,0,,0,,0,,1,,0.083333333,1,0,,,0.083333333,0
7_r_So,func,2,5,0,22,2,0,24,0,0.916666667,0,,0.916666667,0,,0,,0,,1,,0.083333333,1,0,,,0.083333333,0
7_r_So,func,3,4,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_r_So,func,3,5,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
117c_m_Ri,anat,3,2,0,70,2,0,72,0,0.972222222,0,,0.972222222,0,,0,,0,,1,,0.027777778,1,0,,,0.027777778,0
117c_m_Ri,anat,3,4,0,70,2,0,72,0,0.972222222,0,,0.972222222,0,,0,,0,,1,,0.027777778,1,0,,,0.027777778,0
117c_m_Ri,anat,3,5,0,70,2,0,72,0,0.972222222,0,,0.972222222,0,,0,,0,,1,,0.027777778,1,0,,,0.027777778,0
117_m_Ra,anat,1,4,0,283,43,0,326,0,0.86809816,0,,0.86809816,0,,0,,0,,1,,0.13190184,1,0,,,0.13190184,0
117_m_Ra,anat,1,5,0,283,43,0,326,0,0.86809816,0,,0.86809816,0,,0,,0,,1,,0.13190184,1,0,,,0.13190184,0
117_m_Ra,anat,2,4,0,317,9,0,326,0,0.972392638,0,,0.972392638,0,,0,,0,,1,,0.027607362,1,0,,,0.027607362,0
117_m_Ra,anat,2,5,0,317,9,0,326,0,0.972392638,0,,0.972392638,0,,0,,0,,1,,0.027607362,1,0,,,0.027607362,0
117_m_Ra,anat,3,4,0,323,3,0,326,0,0.990797546,0,,0.990797546,0,,0,,0,,1,,0.009202454,1,0,,,0.009202454,0
117_m_Ra,anat,3,5,0,323,3,0,326,0,0.990797546,0,,0.990797546,0,,0,,0,,1,,0.009202454,1,0,,,0.009202454,0
117_m_Ra,anat,4,4,0,325,1,0,326,0,0.996932515,0,,0.996932515,0,,0,,0,,1,,0.003067485,1,0,,,0.003067485,0
117_m_Ra,anat,4,5,0,325,1,0,326,0,0.996932515,0,,0.996932515,0,,0,,0,,1,,0.003067485,1,0,,,0.003067485,0
117_m_Vr,anat,1,2,0,16,3,0,19,0,0.842105263,0,,0.842105263,0,,0,,0,,1,,0.157894737,1,0,,,0.157894737,0
117_m_Vr,anat,1,4,0,16,3,0,19,0,0.842105263,0,,0.842105263,0,,0,,0,,1,,0.157894737,1,0,,,0.157894737,0
117_m_Vr,anat,1,5,0,16,3,0,19,0,0.842105263,0,,0.842105263,0,,0,,0,,1,,0.157894737,1,0,,,0.157894737,0
117_m_Vr,anat,2,2,0,18,1,0,19,0,0.947368421,0,,0.947368421,0,,0,,0,,1,,0.052631579,1,0,,,0.052631579,0
117_m_Vr,anat,2,4,0,18,1,0,19,0,0.947368421,0,,0.947368421,0,,0,,0,,1,,0.052631579,1,0,,,0.052631579,0
7_r_So,func,4,4,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_r_So,func,4,5,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_r_So,func,5,4,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_r_So,func,5,5,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
94c_m_As,func,1,4,0,12,4,0,16,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
94c_m_As,func,1,5,0,12,4,0,16,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
94c_m_As,func,2,4,0,14,2,0,16,0,0.875,0,,0.875,0,,0,,0,,1,,0.125,1,0,,,0.125,0
94c_m_As,func,2,5,0,14,2,0,16,0,0.875,0,,0.875,0,,0,,0,,1,,0.125,1,0,,,0.125,0
94c_m_As,func,3,4,0,15,1,0,16,0,0.9375,0,,0.9375,0,,0,,0,,1,,0.0625,1,0,,,0.0625,0
94c_m_As,func,3,5,0,15,1,0,16,0,0.9375,0,,0.9375,0,,0,,0,,1,,0.0625,1,0,,,0.0625,0
117_m_Vr,anat,2,5,0,18,1,0,19,0,0.947368421,0,,0.947368421,0,,0,,0,,1,,0.052631579,1,0,,,0.052631579,0
7_h_He,anat,1,5,0,6,4,0,10,0,0.6,0,,0.6,0,,0,,0,,1,,0.4,1,0,,,0.4,0
7_h_He,anat,2,5,0,9,1,0,10,0,0.9,0,,0.9,0,,0,,0,,1,,0.1,1,0,,,0.1,0
7_m_Bo,anat,1,2,0,18,5,0,23,0,0.782608696,0,,0.782608696,0,,0,,0,,1,,0.217391304,1,0,,,0.217391304,0
7_m_Bo,anat,1,4,0,18,5,0,23,0,0.782608696,0,,0.782608696,0,,0,,0,,1,,0.217391304,1,0,,,0.217391304,0
7_m_Bo,anat,1,5,0,18,5,0,23,0,0.782608696,0,,0.782608696,0,,0,,0,,1,,0.217391304,1,0,,,0.217391304,0
7_m_Bo,anat,2,2,0,22,1,0,23,0,0.956521739,0,,0.956521739,0,,0,,0,,1,,0.043478261,1,0,,,0.043478261,0
7_m_Bo,anat,2,4,0,22,1,0,23,0,0.956521739,0,,0.956521739,0,,0,,0,,1,,0.043478261,1,0,,,0.043478261,0
7_m_Bo,anat,2,5,0,22,1,0,23,0,0.956521739,0,,0.956521739,0,,0,,0,,1,,0.043478261,1,0,,,0.043478261,0
7_m_Br,anat,1,4,0,21,3,0,24,0,0.875,0,,0.875,0,,0,,0,,1,,0.125,1,0,,,0.125,0
7_m_Br,anat,1,5,0,21,3,0,24,0,0.875,0,,0.875,0,,0,,0,,1,,0.125,1,0,,,0.125,0
7_m_Br,anat,2,4,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_m_Br,anat,2,5,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_m_Br,anat,3,4,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_m_Br,anat,3,5,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_m_Ca,anat,1,4,0,15,5,0,20,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_Ca,anat,1,5,0,15,5,0,20,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_m_St,diff,3,5,0,3,1,0,4,0,0.75,0,,0.75,0,,0,,0,,1,,0.25,1,0,,,0.25,0
7_rab_Mu,diff,1,3,0,20,4,0,24,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
7_rab_Mu,diff,1,4,0,20,4,0,24,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
7_rab_Mu,diff,1,5,0,20,4,0,24,0,0.833333333,0,,0.833333333,0,,0,,0,,1,,0.166666667,1,0,,,0.166666667,0
7_rab_Mu,diff,2,3,0,22,2,0,24,0,0.916666667,0,,0.916666667,0,,0,,0,,1,,0.083333333,1,0,,,0.083333333,0
7_rab_Mu,diff,2,4,0,22,2,0,24,0,0.916666667,0,,0.916666667,0,,0,,0,,1,,0.083333333,1,0,,,0.083333333,0
7_rab_Mu,diff,2,5,0,22,2,0,24,0,0.916666667,0,,0.916666667,0,,0,,0,,1,,0.083333333,1,0,,,0.083333333,0
7_rab_Mu,diff,3,3,0,22,2,0,24,0,0.916666667,0,,0.916666667,0,,0,,0,,1,,0.083333333,1,0,,,0.083333333,0
7_rab_Mu,diff,3,4,0,22,2,0,24,0,0.916666667,0,,0.916666667,0,,0,,0,,1,,0.083333333,1,0,,,0.083333333,0
7_rab_Mu,diff,3,5,0,22,2,0,24,0,0.916666667,0,,0.916666667,0,,0,,0,,1,,0.083333333,1,0,,,0.083333333,0
7_rab_Mu,diff,4,3,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
7_rab_Mu,diff,4,4,0,23,1,0,24,0,0.958333333,0,,0.958333333,0,,0,,0,,1,,0.041666667,1,0,,,0.041666667,0
